"X","num_window","roll_belt","pitch_belt","yaw_belt","total_accel_belt","gyros_belt_x","gyros_belt_y","gyros_belt_z","accel_belt_x","accel_belt_y","accel_belt_z","magnet_belt_x","magnet_belt_y","magnet_belt_z","roll_arm","pitch_arm","yaw_arm","total_accel_arm","gyros_arm_x","gyros_arm_y","gyros_arm_z","accel_arm_x","accel_arm_y","accel_arm_z","magnet_arm_x","magnet_arm_y","magnet_arm_z","roll_dumbbell","pitch_dumbbell","yaw_dumbbell","total_accel_dumbbell","gyros_dumbbell_x","gyros_dumbbell_y","gyros_dumbbell_z","accel_dumbbell_x","accel_dumbbell_y","accel_dumbbell_z","magnet_dumbbell_x","magnet_dumbbell_y","magnet_dumbbell_z","roll_forearm","pitch_forearm","yaw_forearm","total_accel_forearm","gyros_forearm_x","gyros_forearm_y","gyros_forearm_z","accel_forearm_x","accel_forearm_y","accel_forearm_z","magnet_forearm_x","magnet_forearm_y","magnet_forearm_z","classe"
"2554",2554,321,0.65,5.24,-87.9,5,0.02,0,-0.02,-15,3,44,54,635,-301,0,0,0,38,0.02,-0.03,-0.05,-276,161,-186,-402,434,394,55.87028338,-50.67510137,-76.88491295,30,0.34,0.14,-0.36,-141,154,-202,-516,335,58,57.2,-48.5,160,34,0.02,-0.02,-0.18,232,110,-205,113,578,627,"A"
"14372",14372,479,0.92,3.81,-87.6,5,-0.02,0,-0.02,-12,0,44,42,632,-307,0,0,0,22,-3.93,1.59,-0.69,11,86,-194,716,-85,-172,53.11345371,-55.27124555,-75.31989801,28,0.39,0.13,-0.44,-142,137,-185,-523,254,154,148,18.9,127,39,0.02,-0.08,0.03,-131,312,-175,-592,627,633,"D"
"8891",8891,790,1.43,8.09,-87.6,4,0.26,0.03,-0.03,-16,2,35,65,628,-325,0,0,0,28,-2.75,1.48,-0.28,70,51,-264,605,-156,-349,85.9881523,-38.3037342,-56.43812494,30,-0.19,1.48,0.41,-109,221,-156,-250,555,68,165,25.1,-136,28,-1.45,3.68,0,-57,-125,-237,-378,-403,130,"B"
"2437",2437,316,0.51,5.64,-88.1,5,0.06,0,-0.03,-13,2,46,48,633,-302,0,0,0,38,0.02,0,-0.02,-281,153,-194,-425,464,353,47.65071513,-51.54287529,-83.21221804,30,0.35,0.13,-0.34,-144,134,-216,-559,306,0,50.2,-57.5,163,33,0.02,0,0,234,102,-201,136,530,700,"A"
"10328",10328,372,1.04,6.58,-93,3,-0.06,0,-0.03,-18,3,20,7,595,-299,75.4,9.66,110,31,0.31,-0.24,0.2,-272,89,-90,-294,325,556,-116.143393,-16.75786568,36.97582906,4,0.06,0.08,-0.07,-6,-33,13,-591,189,24,161,38.3,-179,30,0.14,1.17,0.2,-202,37,-204,-655,86,391,"C"
"6103",6103,245,1.81,4.01,-89.1,2,0.06,0,-0.02,-7,4,20,33,563,-443,87.1,12.2,116,32,0.05,0.03,-0.02,-233,156,-135,-353,311,549,-75.94862209,-48.52577677,-58.87012986,5,0.11,-0.55,0.34,-21,-31,-25,-481,179,272,178,28.8,48.2,37,-0.19,-3.03,-0.51,70,327,150,-208,800,-485,"B"
"9727",9727,104,122,24.8,-4.62,19,-0.5,-0.03,-0.44,-40,69,-173,10,581,-372,98.5,3.52,90.8,13,1.38,-0.8,-0.07,45,37,112,-139,381,553,3.087210716,35.73878224,121.1957291,10,0.47,-0.14,-0.2,34,3,91,533,-504,-34,150,44.8,160,27,0.48,-1.85,0.02,-152,132,-174,-710,288,532,"C"
"13115",13115,113,121,25.5,-6.58,19,-0.51,-0.02,-0.46,-38,70,-171,2,591,-369,105,46.1,34.9,31,1.62,-1,-0.28,258,36,149,485,272,394,-24.75934828,35.02154177,113.554642,8,-0.13,0.21,-0.3,28,-20,74,511,-534,-101,-148,40.7,-121,32,0.1,-1.91,-0.44,-106,-198,-212,-331,-477,110,"D"
"18377",18377,583,126,-46,166,18,-0.16,0.19,0.02,49,39,-160,193,595,-321,-14.3,-6.41,-47.2,17,-0.77,-0.21,0.66,-64,-66,137,305,124,586,56.59783792,-26.83162902,-92.95490003,17,0.16,0.03,-0.15,-44,89,-133,-538,278,62,0,0,0,55,0.79,-1.32,0.07,-214,492,-46,-612,639,551,"E"
"18311",18311,513,-3.15,1.71,-85.6,3,-0.16,-0.16,-0.38,1,-18,23,52,631,-317,0,0,0,38,1.96,-1.48,1.28,-285,237,-23,-305,439,438,80.78456647,-37.73802361,-62.44087823,29,-0.05,0.88,-0.03,-104,204,-165,-464,383,102,145,3.88,124,31,-1.4,6.05,0.98,138,236,-134,-601,672,890,"E"
"6671",6671,355,1.62,5.85,-92.7,3,0.05,0,-0.02,-13,4,26,0,602,-312,68.2,16.2,107,33,-0.14,-0.03,0.05,-279,113,-119,-326,351,522,113.814161,-14.77569257,40.34420029,4,-0.14,0.79,0.66,-6,37,16,-551,287,-18,124,42.3,148,38,-0.48,-4.61,-1.13,-66,307,-207,-689,346,524,"B"
"15585",15585,755,118,16.2,-1.62,18,0.08,0.11,-0.18,-21,61,-161,29,601,-326,-41.7,21.3,-69.3,23,-2.17,-0.14,0.82,-211,-72,54,74,172,651,109.225388,41.53224862,-22.37798097,5,-0.1,-0.18,-0.16,20,44,-11,-363,501,-49,8.44,53.4,-68.1,39,-0.1,-0.02,-0.11,-326,183,59,-595,672,671,"D"
"6422",6422,257,1.22,3.21,-88.5,3,0.11,0.02,0.11,-9,1,27,36,567,-430,140,4.45,-112,64,0.63,-0.27,0.28,-148,-54,-612,-377,-149,-473,-153.7137292,2.379828414,-2.379828414,4,0.88,-0.45,-0.46,1,-42,-1,-496,147,268,-179,16.1,101,41,0.45,-1.61,-0.26,-30,341,206,-653,1140,-505,"B"
"1002",1002,189,126,-40.4,163,18,0.06,0.08,-0.23,51,42,-159,171,608,-308,-25.1,2.54,-128,25,0.29,-0.5,0.84,-233,-62,8,-160,227,651,37.50996708,-27.83545992,-109.5101108,19,0.14,0.03,-0.15,-51,68,-165,-586,245,-11,0,0,0,42,0.67,0.72,0.28,-27,406,-31,-153,859,534,"A"
"2744",2744,328,1.16,6.92,-93.7,3,-0.03,0.02,0,-17,3,25,4,603,-316,-141,4.99,-171,34,0,-0.02,0,-288,111,-127,-373,340,508,70.38403995,18.59701734,83.24762404,3,0.03,0.08,0.23,6,21,24,-518,347,-34,13.4,-63.5,-137,36,0,-0.05,-0.05,192,209,-214,-21,655,464,"A"
"7374",7374,519,126,-43.1,164,18,0.1,0.11,-0.18,50,44,-159,162,606,-311,-24.3,-13.3,-32.9,17,-2.99,0.26,1,46,-104,-120,763,-96,-109,116.2541646,-2.507954503,-40.73910732,20,-0.26,0.69,0.25,-5,183,-79,-285,520,126,0,0,0,38,0.9,0.43,0.34,20,363,-54,-15,702,433,"B"
"1006",1006,189,127,-39.7,161,18,-0.05,0.14,-0.13,47,42,-161,170,608,-303,-17.3,2.76,-129,24,0.29,-0.53,0.82,-232,-61,9,-165,230,650,36.30676108,-28.80830871,-109.8642362,19,0.14,0.06,-0.13,-52,65,-163,-589,230,-20,0,0,0,39,0.79,0.83,0.71,-45,380,-56,-113,859,542,"A"
"6063",6063,243,2.01,2.13,-88.6,2,-0.06,0.02,-0.07,-7,1,18,25,559,-440,85,11.9,114,30,-0.42,0.08,-0.03,-224,163,-110,-377,289,527,35.82242603,95.33787302,47.87697014,25,0.42,-0.66,-0.38,200,86,113,273,391,350,173,19.7,65,44,-0.02,3.05,0.84,176,353,167,113,426,-241,"B"
"17733",17733,306,1.85,3.85,-88.1,3,-0.05,0.03,-0.02,-6,3,26,46,566,-427,111,-33.5,-26.5,25,-4.13,1.08,-0.02,101,62,-216,670,-160,-243,68.60939586,40.04777642,73.19595983,15,-0.72,1.03,0.39,56,91,96,-194,367,371,-178,15.8,61,44,0.11,-0.63,-0.07,92,391,165,-164,772,-378,"E"
"17393",17393,167,135,8.4,55.2,19,0.22,0.13,0.15,-20,61,-170,31,594,-337,-67.7,-21.1,7.56,25,2.73,-1.14,0.77,104,-136,-172,720,-113,-69,-100.8095744,-41.94360681,-35.18044712,3,0.19,0.06,-0.41,-13,-27,-11,-388,484,-7,-74.4,-3.82,173,51,-0.42,1.61,0.1,-412,-279,-24,-379,-436,23,"E"
"12520",12520,786,0.37,4.96,-88,4,0.03,-0.02,-0.03,-10,2,41,50,635,-305,0,0,0,36,1.19,-0.39,-0.21,-279,196,-102,-392,428,410,67.56590656,-46.41904918,-69.33040253,30,0.72,0.18,-1.12,-131,183,-187,-480,340,145,131,-7.47,92.3,30,0.03,0,0,167,178,-172,-88,726,824,"C"
"15405",15405,737,119,15.9,0.39,19,0.05,0.08,-0.23,-24,71,-169,18,596,-340,-48.6,-24.7,-11.8,18,-0.13,-0.34,0.75,109,-121,-74,713,-20,153,129.0282461,27.36598154,-6.009324292,3,-0.19,-0.16,0.05,9,32,-2,-401,475,-33,25.1,45.8,-56.8,28,0.48,-2.39,0.43,-220,163,7,-460,743,596,"D"
"17848",17848,400,0.56,3.22,-88.1,3,0.08,-0.03,-0.05,-7,2,32,38,582,-401,62,-5.87,64.8,18,0.67,-0.14,-0.13,-50,156,64,248,134,617,42.65506417,31.79271375,102.5643705,11,-0.14,-0.03,0.05,34,45,93,-347,265,359,177,12.1,-4.04,36,0.26,-3.12,-0.33,189,218,198,501,-194,-14,"E"
"11790",11790,564,124,-42.1,165,17,0.14,0.11,-0.13,51,44,-153,166,614,-302,-15.5,-25.7,-45,8,-1.11,-0.22,0.62,28,-71,-26,633,65,318,45.71396759,-33.12547245,-99.05090637,18,0.08,-0.05,-0.23,-56,76,-144,-557,271,50,0,0,0,39,1.09,0.39,0.46,32,373,-60,35,667,455,"C"
"5659",5659,72,122,26.9,-3.2,20,-0.29,-0.03,-0.43,-49,70,-173,-10,586,-371,32.8,-40.3,-150,12,2.47,-1.81,-0.46,23,85,85,-88,470,458,-16.38821178,24.16303967,127.6974099,9,0.45,-0.11,-0.21,22,-15,88,515,-541,-83,-152,48.7,-129,27,-0.55,2.18,0.44,-140,-73,-212,-520,-227,320,"B"
"11698",11698,560,126,-41.8,163,17,0.21,0.11,-0.15,50,41,-158,164,608,-310,-11.4,14.2,-61,20,1.98,-0.98,0.64,-187,-16,56,41,285,596,34.00256717,-35.3158994,-106.960582,17,0.32,-0.1,-0.2,-56,54,-142,-569,231,74,0,0,0,43,1.03,1.12,0.74,-288,301,21,-696,526,711,"C"
"13014",13014,110,121,25.4,-6.23,20,-0.5,-0.03,-0.43,-37,71,-179,10,581,-373,81.2,-12.4,41,31,-0.34,0.02,0.02,258,-3,151,430,214,493,1.963554328,34.03136664,122.9870511,10,0.43,-0.22,-0.41,34,2,96,515,-534,-57,121,-1.48,86.5,34,0.35,0.47,0.15,99,275,-168,-192,758,659,"D"
"5936",5936,85,121,27.7,-8.5,19,-0.71,-0.05,-0.54,-39,68,-170,-21,592,-363,139,4.43,116,8,1.7,-0.79,-0.33,-34,41,62,-414,415,400,-102.2155008,-48.84737107,22.95394118,14,0.92,-0.71,0.18,-66,-120,32,173,-706,-212,131,7.36,106,46,0.75,-2.71,-0.82,149,408,-122,-385,805,823,"B"
"16196",16196,9,122,-53.8,-168,18,0.16,0,-0.02,8,53,-173,476,440,-336,-41.9,20.6,-109,29,1.11,-0.8,0.72,-280,-40,-24,-373,352,524,131.579829,-6.75628166,-24.54997681,23,-0.8,1.69,0.36,-15,215,-54,-267,509,145,0,0,0,30,0.43,3.66,1.71,-280,69,-24,-520,-196,420,"E"
"17506",17506,172,131,6.71,48.9,18,0.1,0.11,-0.2,-25,63,-161,86,583,-359,-80.7,-14.8,34.9,37,1.33,-0.77,0.82,154,-183,-270,589,-171,-336,-90.28269148,-47.78073148,-42.79113619,9,0.34,0.5,-0.66,-41,-70,-37,-442,419,14,-72.2,-15.9,171,58,0.16,-0.19,0.07,-426,-376,-63,-236,-563,-55,"E"
"13178",13178,116,121,25.8,-5.01,19,-0.48,-0.03,-0.48,-38,70,-165,7,591,-354,22.6,72.8,-18.4,31,0.51,-0.43,-0.18,223,26,199,332,257,529,-41.4,1.8,115.6,6,0.5,0.24,-0.49,1,-22,50,412,-615,-176,-161,54.6,-140,26,-0.53,2.49,0.39,-146,-77,-195,-498,-269,254,"D"
"13551",13551,140,119,17.2,0.38,18,0.02,0.11,-0.2,-21,62,-165,18,602,-330,-37.6,0.17,-59.6,15,0.79,-0.63,0.87,-96,-57,92,263,179,585,114.9818942,36.41676937,-20.17116581,5,-0.05,0.31,0.23,16,41,-9,-342,519,-57,48,70.8,-16.3,34,0.02,1.33,0.62,-317,115,16,-616,589,551,"D"
"9771",9771,261,1.3,4.16,-89.4,3,0,0,-0.03,-7,-3,27,35,564,-432,90.2,11.4,111,30,-1.77,0.32,0.03,-230,166,-63,-387,312,533,-88.74826388,-55.31010503,35.78048532,4,1.11,-0.47,-0.74,-21,-31,14,-387,191,356,176,20,-128,43,-0.37,-2.36,-0.21,-243,-236,245,-369,-307,59,"C"
"18631",18631,593,155,-31.1,128,24,0.29,0.06,-0.41,58,37,-227,158,506,-475,-7.59,32,-86.2,28,0.27,-0.53,0.54,-269,-38,-33,-251,348,570,50.58127623,-22.58917791,-100.7729487,22,0.29,0.1,-0.13,-49,106,-185,-568,293,-2,0,0,0,51,1.03,0.88,0.64,-176,468,-35,-465,747,549,"E"
"6527",6527,349,1.05,7.77,-92.5,3,0.13,0,0.02,-19,4,28,3,604,-296,98,-49.4,23,14,2.5,-1.25,0.31,64,82,-93,715,13,218,-33.98369095,72.97276562,72.97276562,1,-0.22,-0.22,-0.1,4,-2,4,-552,289,-68,90.4,32.4,124,29,-0.27,2.65,0.79,-86,218,-159,-671,520,656,"B"
"16282",16282,28,9.97,5.51,-93,2,-0.11,0,0.3,-9,9,-12,2,540,-410,107,-64.9,-23,27,2.17,-0.61,0.39,129,-21,-231,755,-246,-74,19.72418933,3.92031311,136.9595241,3,-0.18,0.64,0.28,1,5,25,-557,271,12,-137,15.1,-75.3,27,0.35,-3.24,-0.69,-18,-151,-212,44,-635,-6,"E"
"4734",4734,677,120,15.3,2.02,18,0.05,0.11,-0.18,-21,64,-165,38,599,-329,-40.8,25.1,-89.6,27,-1.56,0.03,0.49,-254,-65,32,-158,224,649,-67.5,-8.4,88.9,6,-0.27,0.05,0.18,-5,-37,46,-506,360,-173,-35.6,21.5,-160,43,-0.56,1.35,-0.2,-399,-127,38,-654,51,416,"A"
"11080",11080,472,1.36,2.08,-87.6,4,-0.26,-0.05,-0.07,-16,5,38,39,625,-296,0,0,0,34,0.29,0.1,-0.52,-247,196,-99,-422,440,367,51.38992469,-53.03382651,-78.78915438,29,0.22,0.19,-0.28,-142,138,-199,-549,248,104,152,40.6,170,24,1.16,-5.78,-0.18,-16,138,-185,-684,288,643,"C"
"12121",12121,722,120,14,1.7,18,0.14,0.13,-0.16,-17,60,-160,20,590,-332,-42.7,16.4,-76.3,23,2.41,-0.71,0.11,-218,-31,44,10,219,633,-102.9285799,-50.89659667,16.88265548,6,-0.08,0.24,-0.05,-29,-51,10,-456,420,-19,29.1,20.1,-85.4,16,0.21,-1.03,-0.25,-95,126,12,-224,749,552,"C"
"16093",16093,5,153,-33,130,22,-0.16,0.06,0.08,54,39,-210,171,519,-463,-36.8,-2.96,-68.4,27,-3.29,0.47,0.54,-227,-8,129,303,203,559,111.3249972,13.13108433,-43.55375654,21,1.04,-1.33,-0.67,27,185,-87,-266,525,134,0,0,0,46,1.27,0.4,0.79,24,444,-36,115,603,408,"E"
"9088",9088,811,0.2,4.12,-89.5,3,0.06,-0.02,-0.05,-8,5,30,35,572,-415,95.9,20.3,116,34,-0.27,0.13,0.08,-246,171,-140,-444,333,457,45.95947916,67.72493283,69.54537313,14,1.08,-0.88,-0.3,89,63,91,-46,400,394,-179,23.4,111,36,-0.24,-0.14,0.39,-97,268,213,-663,1160,-548,"B"
"1459",1459,210,121,-43.9,174,17,0.11,0.11,-0.18,47,44,-158,174,608,-305,9.89,17.5,-37.9,4,2.15,-1.59,1.57,-17,-27,16,534,170,399,47.839807,-29.85319496,-99.28662472,16,0.13,0.05,-0.1,-46,72,-131,-550,279,51,0,0,0,46,0.59,1.99,0.43,-96,442,-1,-345,823,720,"A"
"6328",6328,253,1.71,3.39,-88.8,2,-0.06,0,-0.05,-7,4,15,38,564,-430,131,-23,-58.2,35,3.61,-1.3,0.08,86,32,-334,434,-229,-448,-95.06271409,-13.60493345,60.05848795,5,-0.75,-0.08,0.56,-6,-36,25,-441,223,305,-175,13.4,99.6,38,0.1,-1.75,-0.25,-69,313,195,-687,1190,-561,"B"
"4893",4893,685,120,16.2,1.03,18,0.05,0.11,-0.18,-24,61,-161,31,597,-338,-29.5,-27.2,-31.7,6,1.75,-1.11,0.75,30,-44,-9,596,137,327,-129.5153528,19.36583004,19.36583004,1,0.05,0.53,0.2,1,-5,1,-471,383,-229,16.7,30.9,-96.4,15,0.21,-2.2,-1.36,-105,90,39,-415,761,656,"A"
"2368",2368,313,0.21,5.15,-88.3,5,0.08,-0.02,-0.03,-19,1,43,49,634,-306,0,0,0,39,0.02,-0.02,-0.03,-283,158,-194,-417,451,348,47.00900616,-51.19463272,-84.03525314,30,0.35,0.16,-0.36,-146,135,-222,-566,291,-9,48.8,-60.7,164,33,-0.1,0,-0.08,237,97,-199,132,524,694,"A"
"9940",9940,268,1.6,4.45,-88.6,2,0.05,0,-0.02,-10,4,20,48,557,-433,92.6,6.68,116,33,-0.06,0.14,-0.31,-237,163,-147,-377,320,518,-101.5169348,-38.22207697,-38.22207697,5,-0.03,-0.24,0.08,-18,-41,-18,-504,126,275,-173,12,108,37,-0.34,-1.54,0.33,-88,295,196,-691,1180,-559,"C"
"12834",12834,20,1.59,6.75,-93.3,3,0,0,0,-18,5,16,1,590,-315,69.2,-50.5,33.2,14,2.14,-1.14,0.36,37,88,-102,674,-3,294,100.6316705,14.47505604,54.11976631,5,-0.06,-0.08,0.11,7,41,25,-486,374,-22,-135,27.3,-115,33,-0.18,-2.2,-0.2,-209,-137,-210,-275,-463,209,"D"
"124",124,16,1.09,7.18,-94,3,0,0,-0.02,-20,3,21,2,606,-311,-133,16.1,-163,34,0,-0.02,-0.02,-288,112,-123,-367,335,511,11.71925996,-70.21607571,-85.48029537,37,-0.02,0,0.03,-232,42,-271,-555,288,-70,21.7,-63.7,-146,36,0,0.02,-0.05,192,204,-213,-10,654,470,"A"
"7554",7554,527,127,-43.2,163,18,0.11,0.11,-0.18,51,43,-161,163,608,-309,-139,-82.1,143,41,1,-0.71,0.75,58,-166,-362,300,-145,-535,111.5983184,4.324924726,-45.24403355,21,-0.26,0.88,0.07,9,187,-91,-262,529,158,0,0,0,52,1.4,-0.74,0.02,-43,507,11,-219,818,682,"B"
"15210",15210,608,124,-41.9,166,17,0.11,0.11,-0.18,51,43,-157,166,614,-297,-17.2,-12.3,-46.2,9,0.35,-0.53,0.84,-4,-79,32,521,69,454,38.36881403,-27.40980564,-109.0601452,18,0.14,0.03,-0.08,-47,65,-154,-573,255,8,0,0,0,47,0.98,0.37,0.36,-334,314,48,-709,469,749,"D"
"16949",16949,149,138,8.34,55.3,19,0.02,0.11,-0.61,-18,56,-177,36,581,-368,-42.9,-25.9,-29.9,9,1.78,-1.2,0.75,66,-62,19,651,92,279,-90.20308974,-49.01436514,-41.53413214,5,0,0.03,0.07,-21,-35,-18,-377,491,-40,-132,63.2,-153,52,-0.16,1.36,0.15,-496,-108,11,-623,-23,242,"E"
"12464",12464,763,119,13.9,2.69,18,0.08,0.13,-0.16,-17,61,-161,24,598,-332,-76.7,-28.2,37.1,33,-0.88,0,0.18,133,-151,-258,598,-133,-321,-95.05468408,-48.36239426,35.62294762,6,0.05,0.29,0,-28,-49,21,-458,406,-16,15.6,35.3,-80.6,24,-0.37,1.49,0.62,-209,111,18,-475,731,609,"C"
"2557",2557,321,0.6,5.25,-87.9,5,0.03,0,-0.02,-16,2,45,55,633,-306,0,0,0,37,0.06,-0.08,-0.03,-270,161,-186,-410,438,407,56.75375069,-50.73571859,-76.03511764,30,0.35,0.14,-0.36,-141,156,-200,-515,342,50,57.2,-48.8,160,34,-0.05,0.08,-0.02,225,128,-207,114,577,626,"A"
"2965",2965,337,1.32,7.94,-93.8,3,0.03,0,0,-21,4,23,1,604,-307,160,62.4,140,30,0.93,-0.56,0.54,-255,123,-72,-218,343,556,6.849212992,53.90132916,-102.6481678,3,-0.03,0.13,-0.1,15,2,-25,-520,349,-101,37.7,22.2,159,24,-0.5,2.78,0.8,-122,136,-145,-698,285,648,"A"
"6590",6590,352,1.72,7.01,-92.7,3,0.14,0.02,0.03,-14,1,27,5,599,-313,65.6,-33.9,47.6,10,-2.7,0.8,-0.94,-28,75,-56,639,-19,344,67.80628324,89.00212023,5.15163743,22,-0.21,0.71,-0.05,166,134,11,71,622,-15,117,-25.2,109,38,0,0.08,-0.02,133,257,-237,-142,704,448,"B"
"16241",16241,27,-2.03,5.73,-93.1,2,0.03,0.03,-0.59,-20,6,-1,-9,599,-328,74.6,-63.4,21.7,13,2.25,-1.17,0.89,69,47,-101,736,-136,201,66.47441244,88.3377548,14.93259095,28,-0.1,-0.11,0,213,170,41,154,599,33,133,7.96,97.1,36,0.05,-0.11,-0.02,71,271,-215,-274,742,528,"E"
"19603",19603,863,127,-39.3,171,17,-0.42,0.03,-0.79,27,63,-155,405,462,-326,-41.1,-7.69,-62.9,22,-3.82,0.53,1.1,-187,-12,115,406,181,503,114.9860866,28.4970551,-30.10608714,26,0.71,-0.43,-0.49,73,237,-77,-17,589,146,0,0,0,47,0.61,2.76,1.07,89,450,-9,-68,752,684,"E"
"13714",13714,282,12.3,-3.22,-79.5,3,0.22,-0.14,-0.36,6,11,-30,108,409,-584,75.6,12,120,32,1.25,-0.02,-0.26,-253,160,-92,-416,284,516,5.653088706,-43.75878888,-112.9064176,4,0.13,-0.06,-0.23,-15,2,-32,-505,166,248,-173,5.06,105,37,-0.27,-1.93,0.38,-73,297,198,-662,1160,-539,"D"
"17950",17950,404,0.39,6.25,-87.6,3,0.58,-0.45,-0.23,-19,-21,-5,80,583,-429,56.4,-38.1,37.2,11,-3.71,0.67,-0.34,45,94,18,646,-86,310,54.58234813,9.452654275,101.4984779,4,-0.31,0.14,0.08,4,22,36,-473,185,279,-77.4,34.2,163,36,-0.19,-0.26,0.26,-187,201,223,-1260,1440,-953,"E"
"10877",10877,464,1.02,6.05,-87.9,5,0.05,0,0,-18,4,43,57,633,-311,0,0,0,19,0,-0.05,-0.39,73,89,-151,676,70,262,56.83929606,-55.63876873,-71.65238939,30,0.19,-0.05,-0.08,-156,159,-194,-500,344,81,130,-15.9,76.5,32,0.31,-0.69,0,138,237,-159,2,669,757,"C"
"2236",2236,309,0.62,5.41,-88,5,0.02,0,0,-14,3,43,53,638,-294,0,0,0,38,0.1,-0.05,-0.08,-282,158,-194,-420,460,349,45.48681951,-50.74395114,-85.64755826,31,0.32,0.14,-0.36,-146,132,-227,-559,289,-7,44.7,-65,169,33,0.08,-0.03,-0.21,244,79,-195,137,522,705,"A"
"348",348,53,124,26.2,-0.79,20,-0.43,-0.03,-0.46,-40,71,-178,2,575,-378,124,-68.2,77.2,27,-2.68,0.47,0.25,221,-1,149,453,179,480,-47.53933078,9.375532848,108.4715074,10,0.63,0.21,-0.26,9,-44,85,485,-562,-75,91.2,5.54,104,35,0.05,-0.13,-0.15,126,248,-195,-176,750,577,"A"
"636",636,65,123,26,-3.92,19,-0.37,-0.03,-0.46,-42,68,-171,-1,586,-373,-82.5,35.1,-121,12,-1.41,0.39,-0.08,37,19,114,-229,369,542,6.253586999,38.43651753,118.0845471,8,0.27,-0.11,-0.44,30,5,74,535,-516,-102,113,25.7,96.2,39,0.47,-1.83,-0.1,30,342,-162,-395,778,647,"A"
"4307",4307,658,111,27.3,-13.8,17,0.11,0.08,-0.1,-17,61,-154,56,601,-328,168,-62.5,73.2,32,0.27,-0.48,0.79,-299,-42,-76,-419,284,505,-118.1584407,-18.08864505,34.06534143,4,-0.1,0.21,0.07,-7,-36,13,-550,294,-160,-0.81,-2.49,-81.6,1,-0.19,0,-0.34,12,-4,-5,69,599,433,"A"
"13431",13431,134,119,16.3,-2.6,18,0.1,0.11,-0.16,-23,62,-166,18,594,-339,-40.6,-11.4,-33.2,8,2.04,-1.24,1.2,-1,-62,42,569,127,373,109.225388,41.53224862,-22.37798097,5,-0.1,-0.18,-0.16,20,44,-11,-363,501,-49,-4.42,64.9,-79.4,35,-0.32,1.35,-0.05,-335,80,34,-650,543,578,"D"
"7486",7486,524,127,-43.8,164,18,0.13,0.11,-0.18,47,45,-161,163,604,-308,22.7,-59.1,-18.3,29,3.32,-1.88,1.07,79,-129,-241,665,-65,-319,109.3115253,19.96733473,-42.76461726,23,0.61,-0.61,-0.3,44,197,-92,-134,548,181,0,0,0,49,1.17,-2.94,-0.74,-183,443,-43,-687,543,695,"B"
"18230",18230,509,-5.24,-2.98,-84.9,5,-0.03,0,-0.03,10,13,51,29,644,-295,0,0,0,33,-0.67,0.59,-0.59,-215,240,-10,-428,425,374,73.09916785,-49.37122815,-61.16416996,29,0.75,0.72,-0.64,-137,193,-166,-288,522,117,150,-11.3,76.6,49,-1.17,4.37,0.36,244,370,-177,-168,769,834,"E"
"799",799,179,129,-40.1,163,18,0.11,0.11,-0.18,46,45,-165,182,598,-348,-11.4,5.24,112,29,0.31,-0.61,0.98,-279,-60,-32,-307,290,591,41.85476808,-30.68730705,-103.9792182,19,0.06,0.18,-0.02,-55,74,-157,-574,254,13,0,0,0,13,1.89,-0.14,0.43,76,97,40,651,-150,14,"A"
"5807",5807,79,122,26.7,-4.29,19,-0.45,0,-0.48,-42,71,-168,-7,588,-363,117,-27.5,82.6,21,-3.32,1.24,0.16,88,69,171,178,355,525,-19.9794191,21.17203908,127.7563385,9,0.63,-0.08,-0.31,18,-17,82,523,-528,-45,165,57.9,-158,22,0.72,-3.2,-0.77,-119,89,-160,-567,-168,366,"B"
"13606",13606,142,118,18.3,-2.29,18,0.08,0.11,-0.13,-25,64,-162,11,603,-321,-81.3,-35.4,27.1,32,-0.48,-0.59,0.54,156,-148,-226,677,-69,-221,86.99794821,64.98704494,22.48143773,3,-0.03,-0.1,-0.02,19,24,7,-327,526,-26,-97.1,34.9,-143,50,-0.21,-1.08,-0.31,-439,-218,-12,-475,-313,139,"D"
"3623",3623,421,1.35,5.05,-87.8,4,-0.06,0,-0.03,-17,5,31,55,631,-333,0,0,0,37,-2.1,1.19,-0.66,-264,237,-51,-218,407,507,64.98704494,-49.80317583,-69.05091185,32,-0.13,-0.02,0.08,-150,190,-200,-442,442,-43,37.2,70,65.5,22,-0.74,3.52,0.13,-92,120,-157,-677,308,670,"A"
"19187",19187,751,158,6.98,51.4,28,0.19,0.08,-0.1,-2,57,-265,24,430,-561,-47.7,24.2,-96.2,32,-1.36,-0.14,1.21,-299,-65,49,-252,252,626,-92.71500881,-61.67641913,-16.06730084,8,-0.02,1.3,0.25,-47,-65,-13,-438,434,-10,33.1,32.2,-50,15,-0.22,1.69,0.69,-59,135,34,-241,762,573,"E"
"15346",15346,735,120,13.5,4.59,18,0.13,0.1,-0.18,-29,66,-165,41,598,-340,-49.6,-25,-15.9,18,0.27,-0.43,0.54,109,-120,-70,702,9,187,-101.2197011,-43.78564991,-32.36185653,2,-0.02,-0.03,-0.05,-8,-16,-6,-477,394,-27,40.6,23,-38.3,20,0.19,-0.72,-0.26,-99,164,10,-184,750,580,"D"
